mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
,,7.42,1338590597,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005676619255478,,,,,,,30.459,-90.9027
,,19.8,1355079562,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,676369110710,,,,,,,42.4969,-83.2911
,,247.04,1328771290,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,374125201044065,,,,,,,38.9757,-77.0282
,,8.55,1348429192,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,4783226709001,,,,,,,38.5957,-99.554
,,61.17,1329971962,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591919803438423,,,,,,,28.5697,-80.8191
,,77.39,1329308630,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,213155997615567,,,,,,,40.5503,-79.3237
,,4.08,1341478419,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,180068353086472,,,,,,,33.6773,-118.0051
,,4.08,1359578758,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596357274378601,,,,,,,41.0001,-78.2357
,,74.25,1348463127,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504178999463051,,,,,,,40.7641,-84.0973
,,13.8,1346776122,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583635130604947,,,,,,,40.0369,-75.0664
,,5.2,1347629775,,,,,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011231546538393,,,,,,,40.9115,-74.414
,,8.02,1369332179,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523843138706408,,,,,,,32.6176,-86.9475
,,90.58,1365134609,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,36581538659449,,,,,,,35.0149,-85.0164
,,40.89,1371217956,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,213178765398315,,,,,,,43.0351,-108.2024
,,1.59,1363279608,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,36722699017270,,,,,,,33.2887,-111.0985
,,4.27,1339716630,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908846471916297,,,,,,,32.2779,-97.2351
,,31.62,1347432499,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527536963490470,,,,,,,32.9413,-81.1807
,,38.13,1336279264,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509922033272157,,,,,,,43.2893,-97.1904
,,100.6,1333879953,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492491748959010,,,,,,,37.3752,-81.6539
,,26.67,1364424432,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,180084576295055,,,,,,,28.7724,-96.4793
,,13.6,1358286425,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379260813815979609,,,,,,,37.7878,-122.1884
,,59.26,1371722808,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358137750029944984,,,,,,,42.7012,-92.0762
,,121.83,1341231060,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,567868110212,,,,,,,29.7736,-95.4034
,,171.44,1328965279,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,372520049757633,,,,,,,48.6031,-93.2977
,,283.71,1332629224,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501942333500073,,,,,,,33.8155,-112.1202
,,63.31,1356662781,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597888193422452,,,,,,,33.6751,-98.6576
,,142.95,1371251309,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906628655840914250,,,,,,,24.6557,-81.3824
,,123.89,1363293365,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,344709867813900,,,,,,,27.4703,-81.4872
,,16.55,1370693299,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198470814557,,,,,,,41.4768,-95.3509
,,9.01,1344797351,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,180058696935600,,,,,,,42.18899999999999,-74.9229
,,67.23,1344503466,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488941175228467,,,,,,,28.9254,-81.6801
,,44.31,1365746488,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302480582202074,,,,,,,43.2326,-86.2492
,,10.45,1366479806,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,30118423745458,,,,,,,40.4109,-74.238
,,79.36,1331727041,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,345060451158891,,,,,,,42.5232,-72.811
,,72.96,1364879645,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538441737335434,,,,,,,41.3851,-80.1752
,,52.35,1346733765,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,501899453424,,,,,,,33.9845,-85.9077
,,75.46,1368251833,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,30234966027947,,,,,,,43.9446,-88.0911
,,50.72,1356455424,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575540972310993,,,,,,,34.3396,-89.5736
,,8.35,1346092915,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294930380592,,,,,,,37.3696,-80.1284
,,80.36,1328455432,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,639046421587,,,,,,,40.5662,-80.2099
,,9.07,1350150651,,,,,,,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,180047222886866,,,,,,,39.6704,-89.8588
,,27.2,1339368294,,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,343746486082492,,,,,,,44.8605,-85.8138
,,450.55,1368639537,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873783502705038,,,,,,,48.4786,-122.3345
,,182.61,1346042655,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514242065619750,,,,,,,41.4247,-105.4781
,,156.85,1364573603,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,4996263498048679,,,,,,,41.9404,-124.1587
,,20.51,1332778931,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,377895991033232,,,,,,,41.4682,-72.5751
,,76.46,1369217356,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597337756918966,,,,,,,39.7813,-76.7477
,,1.79,1333866234,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355790796238264643,,,,,,,39.8153,-91.2627
,,48.3,1346493897,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,4683520018489354,,,,,,,33.9143,-118.3493
,,55.44,1336657839,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546897637165774,,,,,,,31.6591,-96.8094
,,77.54,1361516756,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,373213026644490,,,,,,,32.7185,-117.1593
,,8.39,1361103063,,,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,374497717543058,,,,,,,47.1709,-100.7944
,,24.16,1348859715,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220345354880,,,,,,,42.8223,-83.2829
,,65.61,1343942972,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,676372984911,,,,,,,39.7562,-98.4462
,,79.41,1355485319,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596357274378601,,,,,,,41.0001,-78.2357
,,16.23,1347379154,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011652924285713,,,,,,,38.2911,-92.7059
,,48.6,1364526644,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687263141103,,,,,,,43.5336,-95.6515
,,45.03,1341635969,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755696071492,,,,,,,32.9643,-96.6012
,,209.64,1340795301,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,4226219726886852999,,,,,,,38.9424,-84.09200000000001
,,7.38,1360934938,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,371284424780634,,,,,,,33.5466,-101.8871
,,42.24,1337034437,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531129874770000,,,,,,,43.8065,-73.0882
,,56.74,1340175497,,,,,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566094707272327,,,,,,,34.3795,-118.523
,,96.05,1369787378,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642255475285942,,,,,,,38.9999,-109.615
,,133.91,1361769233,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,581293083266,,,,,,,36.385,-98.0727
,,85.22,1339272828,,,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719496466799416,,,,,,,44.6723,-103.8396
,,1.29,1370703470,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590736522064285,,,,,,,34.5091,-92.4828
,,1.46,1355651327,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294930380592,,,,,,,37.3696,-80.1284
,,6.78,1348609272,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538891242532018,,,,,,,36.0244,-90.9288
,,126.9,1339236740,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011679934075347,,,,,,,41.0539,-106.0763
,,64.7,1356071453,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,4505383113689,,,,,,,38.8582,-76.6145
,,84.13,1367597700,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589289942931264,,,,,,,43.7557,-97.5936
,,40.18,1367384443,,,,,,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446368897795790,,,,,,,37.9073,-75.5089
,,65.38,1345699081,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713913904780408,,,,,,,32.3929,-91.4714
,,3.01,1367359942,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,581686439828,,,,,,,41.5205,-80.0573
,,7.98,1354219782,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,4681699462969,,,,,,,35.8596,-86.421
,,188.79,1367557387,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,213141712584544,,,,,,,32.153,-90.1217
,,64.17,1349530296,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,213148039875802,,,,,,,27.9551,-82.2966
,,71.02,1336737694,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557442674264531,,,,,,,39.8013,-82.8125
,,71.84,1364987950,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587044315915002,,,,,,,35.0659,-89.1534
,,51.13,1355809290,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,4301028321766222513,,,,,,,40.6025,-80.3863
,,69.82,1355852404,,,,,,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235613922823698,,,,,,,42.73,-104.7024
,,1.89,1330995752,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,379897244598068,,,,,,,38.3039,-85.4834
,,51.56,1340902869,,,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,180081032825079,,,,,,,34.047,-90.7652
,,7.05,1371591253,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,6517217825320610,,,,,,,31.6453,-90.1801
,,52.87,1328877914,,,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986925034905735,,,,,,,37.6858,-83.9862
,,29.22,1340377681,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,378278619832195,,,,,,,44.0385,-123.0614
,,44.48,1368230951,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,4301028321766222513,,,,,,,40.6025,-80.3863
,,8.32,1355606134,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,30044330818990,,,,,,,26.4722,-81.8122
,,106.0,1328129743,,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,213141712584544,,,,,,,32.153,-90.1217
,,106.09,1339249628,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531129874770000,,,,,,,43.8065,-73.0882
,,71.07,1364566692,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534330126107879,,,,,,,45.2857,-108.9082
,,12.59,1367068228,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979422371139333,,,,,,,41.4193,-99.3844
,,2.48,1364844273,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254917871818484,,,,,,,38.0828,-76.3477
,,76.75,1354297235,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,36192615525683,,,,,,,35.1506,-106.569
,,4.08,1364331325,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279161831637,,,,,,,40.0246,-79.6955
,,79.92,1349621278,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,4783226709001,,,,,,,38.5957,-99.554
,,67.93,1369714753,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560697798177746,,,,,,,33.7163,-116.3381
,,48.61,1359931024,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550599031376731,,,,,,,40.7559,-82.5123
,,9.29,1344332264,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,343668971234893,,,,,,,33.9349,-80.8449
,,5.5,1329268592,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456776410929288,,,,,,,41.0472,-79.8089
,,112.5,1357461831,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,378278619832195,,,,,,,44.0385,-123.0614
,,7.11,1334381651,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,30235438713303,,,,,,,38.5072,-81.89
,,6.98,1365880842,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587960728692500,,,,,,,42.3327,-95.6045
,,70.31,1369240976,,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328928491302401,,,,,,,42.9373,-87.9943
,,39.24,1344296227,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,6506116513503136,,,,,,,32.2768,-95.3031
,,7.58,1362140633,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,561942763351,,,,,,,38.9087,-77.0414
,,9.29,1355088804,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904681492230012,,,,,,,41.8467,-74.1038
,,4.92,1354874540,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554849923339851,,,,,,,36.1043,-97.0609
,,68.0,1356172221,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,375534208663984,,,,,,,38.4207,-79.4629
,,3.17,1338060439,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,4761403817546679245,,,,,,,36.3924,-91.9932
,,74.99,1364172923,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,213141712584544,,,,,,,32.153,-90.1217
,,4.68,1343932059,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110266553600176127,,,,,,,33.5567,-90.5451
,,105.41,1337551134,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291163933867244,,,,,,,33.9659,-80.9355
,,6.36,1344022743,,,,,,,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,180036456789979,,,,,,,42.9207,-91.0685
,,51.67,1328291584,,,,,,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393520897625,,,,,,,39.3391,-95.0999
,,135.1,1348215731,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147608975828480,,,,,,,44.1111,-94.9134
,,334.57,1334347940,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,378278619832195,,,,,,,44.0385,-123.0614
,,95.32,1356525242,,,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596217206093829,,,,,,,40.8626,-91.9534
,,58.37,1357504351,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564182536169293,,,,,,,39.9934,-81.8024
,,4.41,1356901487,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,213161293389774,,,,,,,43.0397,-77.6871
,,43.92,1361973023,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279161831637,,,,,,,40.0246,-79.6955
,,8.31,1338994177,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,30143535920989,,,,,,,39.8016,-75.3478
,,72.65,1332692785,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,30030380240193,,,,,,,30.2816,-99.241
,,84.76,1359303741,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,4587657402165341815,,,,,,,41.0646,-87.5917
,,7.36,1361045695,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,342351256941125,,,,,,,33.1194,-83.8235
,,22.27,1345936714,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,30328384440870,,,,,,,40.029,-93.1607
,,15.93,1361305984,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839615922685395,,,,,,,39.013000000000005,-86.5457
,,1.72,1361805636,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011652924285713,,,,,,,38.2911,-92.7059
,,85.11,1343989261,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961003488432306,,,,,,,40.6284,-76.195
,,56.7,1358588213,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149635823017,,,,,,,33.9778,-86.5598
,,10.37,1358455592,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104312520615374,,,,,,,33.6401,-116.5567
,,11.46,1342981627,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379260813815979609,,,,,,,37.7878,-122.1884
,,76.72,1346266610,,,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425161475596168,,,,,,,31.4647,-100.39
,,5.04,1333973593,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,581686439828,,,,,,,41.5205,-80.0573
,,11.07,1366940923,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011148190095209,,,,,,,37.6787,-122.478
,,72.42,1371801021,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,4562827002127,,,,,,,40.0987,-84.6342
,,26.45,1337969456,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553629419254918,,,,,,,48.34,-122.3456
,,2.09,1360861412,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501942333500073,,,,,,,33.8155,-112.1202
,,4.72,1371765011,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,373905417449658,,,,,,,31.929,-97.6443
,,57.01,1350600482,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,38199021865320,,,,,,,43.196000000000005,-72.3001
,,28.11,1363306607,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,30546453310167,,,,,,,43.4512,-71.48899999999999
,,353.48,1330827948,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410582919485061752,,,,,,,32.3697,-81.3618
,,127.24,1340438945,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344654314976,,,,,,,39.8127,-120.6405
,,8.48,1327881418,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452366298769043,,,,,,,32.0758,-96.701
,,64.28,1369456616,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,30343344410970,,,,,,,41.4622,-79.1306
,,3.6,1333228640,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,30266994494236,,,,,,,37.1349,-77.7364
,,146.18,1349626941,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302475216404898,,,,,,,42.8511,-93.62
,,123.1,1355673669,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011348830550197,,,,,,,33.4629,-86.7904
,,36.83,1332932286,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,60495593109,,,,,,,32.7699,-96.743
,,49.86,1340390469,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,630424987505,,,,,,,39.1505,-79.503
,,81.27,1331802879,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519607465576254,,,,,,,40.7268,-124.2174
,,246.24,1364411258,,,,,,,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792627764422477317,,,,,,,38.9462,-94.9714
,,8.97,1343703509,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595192916105588,,,,,,,35.0583,-79.008
,,71.19,1354439531,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,3582754887089201,,,,,,,34.4596,-93.6743
,,41.42,1333299026,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623560839669,,,,,,,42.2619,-94.5566
,,49.32,1333712516,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379260813815979609,,,,,,,37.7878,-122.1884
,,5.01,1365819256,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597888193422452,,,,,,,33.6751,-98.6576
,,94.2,1359798827,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,180011453250192,,,,,,,41.2153,-90.9879
,,156.83,1340577991,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809701904914,,,,,,,32.4204,-85.0796
,,88.23,1327116426,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,372509258176510,,,,,,,42.9147,-83.4845
,,5.87,1370263391,,,,,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,180094419304907,,,,,,,33.7467,-117.1721
,,3.92,1355943861,,,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862293128558,,,,,,,41.0036,-78.1104
,,12.62,1348338990,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,30235438713303,,,,,,,38.5072,-81.89
,,2.45,1336850873,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,375082648741747,,,,,,,47.0999,-96.727
,,78.34,1335742552,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011603272871604,,,,,,,33.141,-84.1759
,,43.31,1341722284,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227671554547514,,,,,,,27.9004,-82.7152
,,78.56,1359850408,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878364946692291,,,,,,,42.4483,-95.1726
,,4.54,1344718543,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,38947654498698,,,,,,,39.3543,-82.50299999999999
,,58.88,1364358703,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378993458389626,,,,,,,43.9742,-71.1503
,,104.92,1338959547,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149238353975790,,,,,,,40.1008,-80.0652
,,5.34,1347644060,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044436772018844508,,,,,,,39.8355,-84.2613
,,101.94,1330068843,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610050989831291,,,,,,,41.4798,-79.9403
,,8.95,1360593526,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598304579370089,,,,,,,37.6395,-97.1714
,,119.21,1349489466,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,4433091568498503,,,,,,,39.2335,-77.1458
,,16.86,1369403175,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292743669224718067,,,,,,,38.2674,-76.4954
,,30.86,1341332831,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,30238755902988,,,,,,,30.592,-97.2893
,,21.13,1363919643,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,630441765090,,,,,,,31.9571,-98.9656
,,21.0,1367510620,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,30561214688470,,,,,,,40.5891,-75.4645
,,4.75,1351354288,,,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450831335606294,,,,,,,34.5906,-95.38
,,49.39,1346591081,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,344709867813900,,,,,,,27.4703,-81.4872
,,38.57,1354397842,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011999606625827,,,,,,,40.9918,-73.98
,,37.52,1328806786,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011504998544485,,,,,,,32.5104,-86.8138
,,565.9,1365773159,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,376028110684021,,,,,,,39.7795,-93.3014
,,6337.25,1326656207,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,4969856774088583,,,,,,,29.9975,-90.2146
,,27.8,1350092757,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,30428204673351,,,,,,,40.3087,-76.2963
,,37.98,1331317049,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,36890292963032,,,,,,,33.0437,-81.7106
,,3.56,1366022369,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,38580485618059,,,,,,,48.8856,-103.0098
,,52.95,1347648146,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,213126662687660,,,,,,,27.5155,-99.4986
,,16.92,1350306150,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568255211412877,,,,,,,41.2249,-85.0301
,,53.0,1339787764,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,6593250708747804,,,,,,,26.7383,-80.27600000000001
,,13.07,1338131898,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,4689147265057948423,,,,,,,40.9207,-96.168
,,50.24,1341918913,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,38947654498698,,,,,,,39.3543,-82.50299999999999
,,9.3,1343059795,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501083170975659,,,,,,,41.1464,-81.5107
,,1.44,1342869881,,,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595970453799027,,,,,,,40.6774,-74.4968
,,236.12,1345706919,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584931703207308232,,,,,,,32.8463,-96.6972
,,75.56,1342880291,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,4344955088481397,,,,,,,40.8555,-79.7372
